volume_author,prize_author,aRatio,trunc_volumetitle,volume_title,trunc_prizetitle,prize_title,tRatio,original_tRaio,volume_year,prize_year,docid,prize,nationality
"tarkington, booth","tarkington, booth",100,rumbin galleries boot,rumbin galleries booth tarkington. illustrated by ritchie cooper.,magnificent ambersons,the magnificent ambersons,43,43,1937.0,1919,uc1.b3569300,pulitzer,US
"tarkington, booth","tarkington, booth",100,lorenzo bunch booth t,the lorenzo bunch booth tarkington.,magnificent ambersons,the magnificent ambersons,24,24,1936.0,1919,uc1.$b105946,pulitzer,US
"tarkington, booth","tarkington, booth",100,"midlander, by booth t","the midlander, by booth tarkington.",magnificent ambersons,the magnificent ambersons,33,33,1923.0,1919,mdp.39015064415238,pulitzer,US
"tarkington, booth","tarkington, booth",100,fascinating stranger ,the fascinating stranger an other stories by booth tarkington.,magnificent ambersons,the magnificent ambersons,38,38,1923.0,1919,mdp.39015031304671,pulitzer,US
"tarkington, booth","tarkington, booth",100,women.,women.,magnif,the magnificent ambersons,27,33,1925.0,1919,pst.000045746857,pulitzer,US
"tarkington, booth","tarkington, booth",100,"looking forward, and ","looking forward, and others.",magnificent ambersons,the magnificent ambersons,29,29,1926.0,1919,mdp.39015031304572,pulitzer,US
"tarkington, booth","tarkington, booth",100,"growth, by booth tark","growth, by booth tarkington.",magnificent ambersons,the magnificent ambersons,24,24,1927.0,1919,mdp.39015029408948,pulitzer,US
"tarkington, booth","tarkington, booth",100,plutocrat; a novel,the plutocrat; a novel,magnificent ambers,the magnificent ambersons,28,28,1927.0,1919,mdp.39015031304515,pulitzer,US
"tarkington, booth","tarkington, booth",100,plutocrat by booth ta,the plutocrat by booth tarkington.,magnificent ambersons,the magnificent ambersons,24,24,1927.0,1919,pst.000015374950,pulitzer,US
"tarkington, booth","tarkington, booth",100,claire ambler /,claire ambler /,magnificent amb,the magnificent ambersons,47,47,1928.0,1919,mdp.39015031304689,pulitzer,US
"tarkington, booth","tarkington, booth",100,penrod jashher illust,penrod jashher illustrated by gordon grant.,magnificent ambersons,the magnificent ambersons,33,33,1929.0,1919,inu.32000001866062,pulitzer,US
"tarkington, booth","tarkington, booth",100,young mrs. greeley.,young mrs. greeley.,magnificent amberso,the magnificent ambersons,26,26,1929.0,1919,mdp.39015031306478,pulitzer,US
"tarkington, booth","tarkington, booth",100,world does move... by,the world does move... by booth tarkington.,magnificent ambersons,the magnificent ambersons,19,19,1929.0,1919,mdp.39015005732048,pulitzer,US
"tarkington, booth","tarkington, booth",100,mirthful haven booth ,mirthful haven booth tarkington.,magnificent ambersons,the magnificent ambersons,38,38,1930.0,1919,uc1.$b105945,pulitzer,US
"tarkington, booth","tarkington, booth",100,"mary's neck, by booth","mary's neck, by booth tarkington; frontispiece by wallace morgan.",magnificent ambersons,the magnificent ambersons,33,33,1932.0,1919,uc1.$b245130,pulitzer,US
"tarkington, booth","tarkington, booth",100,wanton mally with dra,wanton mally with drawings by joseph simont.,magnificent ambersons,the magnificent ambersons,29,29,1932.0,1919,uc1.$b245121,pulitzer,US
"tarkington, booth","tarkington, booth",100,presenting lily mars ,presenting lily mars booth tarkington.,magnificent ambersons,the magnificent ambersons,33,33,1933.0,1919,uc1.b3569298,pulitzer,US
"tarkington, booth","tarkington, booth",100,"little orvie, by boot","little orvie, by booth tarkington; illustrated by george brehm.",magnificent ambersons,the magnificent ambersons,29,29,1934.0,1919,mdp.39015063926722,pulitzer,US
"tarkington, booth","tarkington, booth",100,"mr. white, the red ba","mr. white, the red barn, hell, and bridewater by booth tarkington.",magnificent ambersons,the magnificent ambersons,29,29,1935.0,1919,mdp.39015031304523,pulitzer,US
"france, anatole","france, anatole",100,amethyst ,the amethyst ring,#matchall,#matchall,30,33,1919.0,1921,uc2.ark+=13960=t79s1wf9r,nobel,France
"france, anatole","france, anatole",100,six great,"the six greatest novels of anatole france... decorations by frank c. papé, john austen, donia nachshen.",#matchall,#matchall,19,22,1918.0,1921,njp.32101013726540,nobel,France
"ferber, edna","ferber, edna",100,fanny ,fanny herself,so big,so big,11,17,1917.0,1925,uc2.ark+=13960=t2x34q741,pulitzer,US
"lewis, sinclair","lewis, sinclair",100,arrowsmit,arrowsmith sinclair lewis.,#matchall,#matchall,19,22,1925.0,1930,mdp.39015000636111,nobel,US
"lewis, sinclair","lewis, sinclair",100,elmer gan,"elmer gantry, by sinclair lewis.",#matchall,#matchall,19,22,1927.0,1930,mdp.39015008361134,nobel,US
"lewis, sinclair","lewis, sinclair",100,dodsworth,"dodsworth, a novel by sinclair lewis.",#matchall,#matchall,19,22,1929.0,1930,mdp.39015048880846,nobel,US
"lewis, sinclair","lewis, sinclair",100,dodsworth,dodsworth a novel by sinclair lewis.,#matchall,#matchall,19,22,1929.0,1930,uc1.b4091425,nobel,US
"lewis, sinclair","lewis, sinclair",100,ann vicke,ann vickers by sinclair lewis.,#matchall,#matchall,19,22,1933.0,1930,mdp.39015000636095,nobel,US
"lewis, sinclair","lewis, sinclair",100,work of a,work of art.,#matchall,#matchall,8,11,1934.0,1930,mdp.39015014519741,nobel,US
"lewis, sinclair","lewis, sinclair",100,it can't ,"it can't happen here; a novel, by sinclair lewis.",#matchall,#matchall,30,33,1935.0,1930,mdp.39015008493556,nobel,US
"lewis, sinclair","lewis, sinclair",100,selected ,selected short stories of sinclair lewis.,#matchall,#matchall,8,11,1935.0,1930,uc1.b4091642,nobel,US
"lewis, sinclair","lewis, sinclair",100,prodigal ,the prodigal parents a novel sinclair lewis.,#matchall,#matchall,19,22,1938.0,1930,uc1.b3711262,nobel,US
"lewis, sinclair","lewis, sinclair",100,bethel me,bethel merriday sinclair lewis.,#matchall,#matchall,30,33,1940.0,1930,mdp.39015002386103,nobel,US
"lewis, sinclair","lewis, sinclair",100,gideon pl,gideon planish a novel by sinclair lewis.,#matchall,#matchall,8,11,1943.0,1930,mdp.39015008361126,nobel,US
"lewis, sinclair","lewis, sinclair",100,seven sel,seven selected short stories sinclair lewis.,#matchall,#matchall,8,11,1943.0,1930,uc1.b4091279,nobel,US
"lewis, sinclair","lewis, sinclair",100,cass timb,cass timberlane a novel of husbands and wives by sinclair lewis.,#matchall,#matchall,19,22,1945.0,1930,mdp.39015048880945,nobel,US
"lewis, sinclair","lewis, sinclair",100,kingsbloo,kingsblood royal sinclair lewis.,#matchall,#matchall,8,11,1947.0,1930,mdp.39015066057715,nobel,US
"lewis, sinclair","lewis, sinclair",100,god-seeker,"the god-seeker, a novel [by] sinclair lewis.",arrowsmith,arrowsmith,18,20,1949.0,1926,mdp.39015005607828,pulitzer,US
"lewis, sinclair","lewis, sinclair",100,"babbitt, ","babbitt, by sinclair lewis.",#matchall,#matchall,19,22,1950.0,1930,uc1.32106002123112,nobel,US
"lewis, sinclair","lewis, sinclair",100,world so ,world so wide a novel sinclair lewis.,#matchall,#matchall,8,11,1951.0,1930,mdp.39015008899414,nobel,US
"lewis, sinclair","lewis, sinclair",100,main stre,main street & babbitt sinclair lewis.,#matchall,#matchall,30,33,1951.0,1930,mdp.39015029714642,nobel,US
"lewis, sinclair","lewis, sinclair",100,mantrap b,mantrap by sinclair lewis.,#matchall,#matchall,41,44,1926.0,1930,uc1.b4091265,nobel,US
"lewis, sinclair","lewis, sinclair",100,babbitt b,babbitt by sinclair lewis.,#matchall,#matchall,19,22,1922.0,1930,nyp.33433074972435,nobel,US
"lewis, sinclair","lewis, sinclair",100,arrowsmit,arrowsmith ; elmer gantry ; dodsworth sinclair lewis.,#matchall,#matchall,19,22,1951.0,1930,mdp.39015055479847,nobel,US
"lewis, sinclair","lewis, sinclair",100,main stre,main street,#matchall,#matchall,30,33,1922.0,1930,uc2.ark+=13960=t6d21s33j,nobel,US
"steinbeck, john","steinbeck, john",100,novels and stor,"novels and stories, 1932-1937 john steinbeck",grapes of wrath,the grapes of wrath,33,33,1968.0,1940,uc1.32106012001787,pulitzer,US
"steinbeck, john","steinbeck, john",100,"novels, 1942-19","novels, 1942-1952 john steinbeck.",grapes of wrath,the grapes of wrath,20,20,1968.0,1940,mdp.39015054281301,pulitzer,US
"steinbeck, john","steinbeck, john",100,travels with ch,"travels with charley and later novels, 1947-1962 john steinbeck",grapes of wrath,the grapes of wrath,53,53,1968.0,1940,uc1.32106018946712,pulitzer,US
"johnson, josephine winslow","johnson, josephine winslow",100,now in november,"now in november, by josephine johnson.",now in november,now in november,100,100,1934.0,1935,uc1.$b243329,pulitzer,US
"johnson, josephine winslow","johnson, josephine winslow",100,"winter orchard,","winter orchard, and other stories, by josephine johnson.",now in november,now in november,40,40,1935.0,1935,mdp.39015001619207,pulitzer,US
"johnson, josephine winslow","johnson, josephine winslow",100,jordanstown a n,jordanstown a novel by josephine johnson.,now in november,now in november,40,40,1937.0,1935,uc1.$b243817,pulitzer,US
"johnson, josephine winslow","johnson, josephine winslow",100,"wildwood, by jo","wildwood, by josephine w. johnson.",now in november,now in november,27,27,1946.0,1935,mdp.39015013105476,pulitzer,US
"johnson, josephine winslow","johnson, josephine winslow",100,dark traveler.,the dark traveler.,now in novembe,now in november,29,29,1963.0,1935,mdp.39015025221485,pulitzer,US
"johnson, josephine winslow","johnson, josephine winslow",100,"sorcerer's son,","the sorcerer's son, and other stories [by] josephine w. johnson.",now in november,now in november,27,27,1965.0,1935,mdp.39015013105450,pulitzer,US
"lewis, sinclair","lewis, sinclair",100,our mr. w,"our mr. wrenn; the romantic adventures of a gentle man,",#matchall,#matchall,8,11,1914.0,1930,mdp.39015003313783,nobel,US
"lewis, sinclair","lewis, sinclair",100,our mr. w,our mr. wrenn,#matchall,#matchall,8,11,1914.0,1930,uc2.ark+=13960=t9q23sg7s,nobel,US
"lewis, sinclair","lewis, sinclair",100,trail of ,"the trail of the hawk; a comedy of the seriousness of life, by sinclair lewis.",#matchall,#matchall,30,33,1915.0,1930,mdp.39015008171327,nobel,US
"lewis, sinclair","lewis, sinclair",100,job; an a,"the job; an american novel, by sinclair lewis.",#matchall,#matchall,19,22,1917.0,1930,mdp.39015005192508,nobel,US
"lewis, sinclair","lewis, sinclair",100,innocents,the innocents a story for lovers by sinclair lewis.,#matchall,#matchall,8,11,1917.0,1930,uc1.b4091139,nobel,US
"lewis, sinclair","lewis, sinclair",100,free air,free air,#matchal,#matchall,8,12,1919.0,1930,uc1.b3711242,nobel,US
"lewis, sinclair","lewis, sinclair",100,main stre,main street,#matchall,#matchall,30,33,1920.0,1930,uc2.ark+=13960=t05x25z6x,nobel,US
"lewis, sinclair","lewis, sinclair",100,main stre,"main street, the story of carol kennicott, by sinclair lewis.",#matchall,#matchall,30,33,1921.0,1930,mdp.39015005343010,nobel,US
"lewis, sinclair","lewis, sinclair",100,if i were ,if i were boss the early business stories of sinclair lewis edited and with an introduction by anthony di renzo,arrowsmith,arrowsmith,8,10,1951.0,1926,uc1.32106014763186,pulitzer,US
"lewis, sinclair","lewis, sinclair",100,short sto,"the short stories of sinclair lewis (1904-1949) collected and edited, with notes, by samuel j. rogal.",#matchall,#matchall,8,11,1951.0,1930,inu.30000095637116,nobel,US
"steinbeck, john","steinbeck, john",100,nothing so mons,nothing so monstrous a story by john steinbeck.,grapes of wrath,the grapes of wrath,27,27,1968.0,1940,pst.000063456899,pulitzer,US
"bromfield, louis","bromfield, louis",100,night in bom,"night in bombay, by louis bromfield.",early autumn,early autumn,17,17,1940.0,1927,mdp.39015030851110,pulitzer,US
"bromfield, louis","bromfield, louis",100,rains came.,the rains came.,early autum,early autumn,35,36,1942.0,1927,miun.acm3742.0001.001,pulitzer,US
"bromfield, louis","bromfield, louis",100,until the da,"until the day break, by louis bromfield.",early autumn,early autumn,25,25,1942.0,1927,mdp.39015001528887,pulitzer,US
"bromfield, louis","bromfield, louis",100,mrs. parking,mrs. parkington by louis bromfield.,early autumn,early autumn,33,33,1943.0,1927,mdp.39015030851136,pulitzer,US
"bromfield, louis","bromfield, louis",100,world we liv,the world we live in; stories by louis bromfield.,early autumn,early autumn,25,25,1944.0,1927,mdp.39015005686384,pulitzer,US
"bromfield, louis","bromfield, louis",100,what became ,"what became of anna bolton, by louis bromfield.",early autumn,early autumn,33,33,1944.0,1927,uc1.b3687213,pulitzer,US
"bromfield, louis","bromfield, louis",100,colorado by ,colorado by louis bromfield.,early autumn,early autumn,25,25,1947.0,1927,mdp.39015030850955,pulitzer,US
"bromfield, louis","bromfield, louis",100,"kenny, by lo","kenny, by louis bromfield.",early autumn,early autumn,25,25,1947.0,1927,mdp.39015008179775,pulitzer,US
"bromfield, louis","bromfield, louis",100,wild country,"the wild country, a novel.",early autumn,early autumn,33,33,1948.0,1927,uc1.$b86144,pulitzer,US
"bromfield, louis","bromfield, louis",100,mr. smith by,mr. smith by louis bromfield.,early autumn,early autumn,25,25,1951.0,1927,uc1.$b86142,pulitzer,US
"bromfield, louis","bromfield, louis",100,early autumn,early autumn louis bromfield.,early autumn,early autumn,100,100,1954.0,1927,osu.32435080841075,pulitzer,US
"deledda, grazia","deledda, grazia",100,after the,after the divorce,#matchall,#matchall,30,33,1905.0,1926,uc2.ark+=13960=t9m32rz66,nobel,Italy
"france, anatole","france, anatole",100,our child,"our childrenscenes from the country and the town, by anatole france; illustrated in color and in pen and ink by boutet de monvel.",#matchall,#matchall,30,33,1913.0,1921,wu.89099437964,nobel,France
"deledda, grazia","deledda, grazia",100,woman & t,the woman & the priest,#matchall,#matchall,30,33,1922.0,1926,uc2.ark+=13960=t6639wq6t,nobel,Italy
"deledda, grazia","deledda, grazia",100,mother. t,the mother. translated from the italian by mary g. steegmann.,#matchall,#matchall,30,33,1923.0,1926,uiuo.ark+=13960=t8cf9nn2n,nobel,Italy
"deledda, grazia","deledda, grazia",100,"mother, b","the mother, by grazia deledda; translated from the italian by mary g. steegmann.",#matchall,#matchall,30,33,1928.0,1926,mdp.39015010369224,nobel,Italy
"deledda, grazia","deledda, grazia",100,la madre ,"la madre (the woman and the priest), or, the mother grazia deledda ; translated by m.g. steegman ; foreword by d.h. lawrence ; with an introduction and chronology by eric lane.",#matchall,#matchall,19,22,1922.0,1926,uc1.b4223471,nobel,Italy
"deledda, grazia","deledda, grazia",100,cosima gr,cosima grazia deledda ; translated from the italian by martha king.,#matchall,#matchall,19,22,1936.0,1926,mdp.39015024659123,nobel,Italy
"bromfield, louis","bromfield, louis",100,wild is the ,"wild is the river, by louis bromfield.",early autumn,early autumn,25,25,1941.0,1927,mdp.39015030851045,pulitzer,US
"bromfield, louis","bromfield, louis",100,it takes all,it takes all kinds by louis bromfield.,early autumn,early autumn,25,25,1938.0,1927,uc1.b3687206,pulitzer,US
"bromfield, louis","bromfield, louis",100,possession.,possession.,early autum,early autumn,8,9,1925.0,1927,mdp.39015030851102,pulitzer,US
"barnes, margaret ayer","barnes, margaret ayer",100,wisdom's gate ,wisdom's gate by margaret ayer barnes.,years of grace,years of grace,43,43,1938.0,1931,mdp.39015051324153,pulitzer,US
"bromfield, louis","bromfield, louis",100,"possession, ","possession, a novel, by louis bromfield.",early autumn,early autumn,17,17,1925.0,1927,uc1.b3687210,pulitzer,US
"bromfield, louis","bromfield, louis",100,early autumn,"early autumn; a story of a lady, by louis bromfield ...",early autumn,early autumn,100,100,1926.0,1927,uc1.b3687205,pulitzer,US
"bromfield, louis","bromfield, louis",100,"lilli barr, ","lilli barr, by louis bromfield.",early autumn,early autumn,25,25,1926.0,1927,uc1.$b299691,pulitzer,US
"bromfield, louis","bromfield, louis",100,green bay tr,"the green bay tree a novel, by louis bromfield.",early autumn,early autumn,42,42,1926.0,1927,yul.11729383_000_00,pulitzer,US
"bromfield, louis","bromfield, louis",100,a good woman,"a good woman, by louis bromfield.",early autumn,early autumn,33,33,1927.0,1927,uc1.$b322854,pulitzer,US
"bromfield, louis","bromfield, louis",100,strange case,the strange case of miss annie spragg.,early autumn,early autumn,25,25,1928.0,1927,uc1.b3687211,pulitzer,US
"bromfield, louis","bromfield, louis",100,awake and re,"awake and rehearse, by louis bromfield.",early autumn,early autumn,33,33,1929.0,1927,uc1.$b299689,pulitzer,US
"barnes, margaret ayer","barnes, margaret ayer",100,years of grace,years of grace.,years of grace,years of grace,100,100,1930.0,1931,mdp.39015005332708,pulitzer,US
"bromfield, louis","bromfield, louis",100,twenty-four ,"twenty-four hours, by louis bromfield.",early autumn,early autumn,25,25,1930.0,1927,mdp.39015030851060,pulitzer,US
"barnes, margaret ayer","barnes, margaret ayer",100,westward passa,westward passage by margaret ayer barnes.,years of grace,years of grace,36,36,1931.0,1931,mdp.39015005305936,pulitzer,US
"bromfield, louis","bromfield, louis",100,a modern her,"a modern hero, by louis bromfield.",early autumn,early autumn,33,33,1932.0,1927,mdp.39015030851128,pulitzer,US
"barnes, margaret ayer","barnes, margaret ayer",100,within this pr,"within this present, by margaret ayer barnes ...",years of grace,years of grace,21,21,1933.0,1931,uc1.$b56317,pulitzer,US
"bromfield, louis","bromfield, louis",100,farm by loui,the farm by louis bromfield.,early autumn,early autumn,42,42,1933.0,1927,pst.000032254990,pulitzer,US
"bromfield, louis","bromfield, louis",100,here to-day ,here to-day and gone tomorrow.,early autumn,early autumn,33,33,1934.0,1927,uc1.$b299690,pulitzer,US
"barnes, margaret ayer","barnes, margaret ayer",100,"edna, his wife","edna, his wife, an american idyll by margaret ayer barnes.",years of grace,years of grace,43,43,1935.0,1931,mdp.39015063551983,pulitzer,US
"bromfield, louis","bromfield, louis",100,man who had ,"the man who had everything, by louis bromfield.",early autumn,early autumn,25,25,1935.0,1927,mdp.39015030851144,pulitzer,US
"bromfield, louis","bromfield, louis",100,rains came a,the rains came a novel of modern india louis bromfield.,early autumn,early autumn,33,33,1937.0,1927,mdp.39015042086333,pulitzer,US
"sinclair, upton","sinclair, upton",100,lost first edi,the lost first edition of upton sinclair's the jungle edited with an introduction by gene de gruson.,dragon's teeth,dragon's teeth,36,36,1968.0,1943,inu.30000103174557,pulitzer,US
"steinbeck, john","steinbeck, john",100,acts of king ar,the acts of king arthur and his noble knights from the winchester manuscripts of thomas malory and other sources by john steinbeck ; edited by chase horton.,grapes of wrath,the grapes of wrath,47,47,1968.0,1940,mdp.39015014375060,pulitzer,US
"deledda, grazia","deledda, grazia",100,after the,after the divorce grazia deledda ; translated from the italian by susan ashe.,#matchall,#matchall,30,33,1936.0,1926,mdp.39015034382153,nobel,Italy
"sinclair, upton","sinclair, upton",100,jimmie higgins,jimmie higgins;,dragon's teeth,dragon's teeth,21,21,1919.0,1943,pst.000028680673,pulitzer,US
"sinclair, upton","sinclair, upton",100,king coal;,king coal;,dragon's t,dragon's teeth,18,20,1917.0,1943,uc2.ark+=13960=t41r6nx9c,pulitzer,US
"sinclair, upton","sinclair, upton",100,they call me c,"they call me carpenter; a tale of the second coming,",dragon's teeth,dragon's teeth,21,21,1922.0,1943,mdp.39015030711827,pulitzer,US
"sinclair, upton","sinclair, upton",100,they call me c,they call me carpenter;,dragon's teeth,dragon's teeth,21,21,1922.0,1943,uc2.ark+=13960=t02z13b24,pulitzer,US
"sinclair, upton","sinclair, upton",100,oil! a novel b,oil! a novel by upton sinclair.,dragon's teeth,dragon's teeth,21,21,1927.0,1943,uc1.b4089009,pulitzer,US
"sinclair, upton","sinclair, upton",100,"boston, a nove","boston, a novel by upton sinclair.",dragon's teeth,dragon's teeth,29,29,1928.0,1943,uc1.32106006106717,pulitzer,US
"sinclair, upton","sinclair, upton",100,millennium; a ,"the millennium; a comedy of the year 2000,",dragon's teeth,dragon's teeth,14,14,1924.0,1943,uc1.32106002145750,pulitzer,US
"sinclair, upton","sinclair, upton",100,mountain citya,mountain citya novel,dragon's teeth,dragon's teeth,29,29,1930.0,1943,mdp.39015014439726,pulitzer,US
"sinclair, upton","sinclair, upton",100,"mountain city,","mountain city, by upton sinclair.",dragon's teeth,dragon's teeth,29,29,1930.0,1943,uc1.b3553046,pulitzer,US
"sinclair, upton","sinclair, upton",100,"wet parade,","the wet parade,",dragon's te,dragon's teeth,26,27,1931.0,1943,mdp.39015030711819,pulitzer,US
"spitteler, carl","spitteler, carl",100,prometheu,"prometheus and epimetheus, a prose epic, by carl spitteler, translated by james f. muirhead ...",#matchall,#matchall,30,33,1924.0,1919,mdp.39015063837648,nobel,Switzerland
"sinclair, upton","sinclair, upton",100,damaged goods ,"damaged goods ""les avariš"" by brieux ; novelized with the approval of the author by upton sinclair.",dragon's teeth,dragon's teeth,43,43,1931.0,1943,inu.30000105174845,pulitzer,US
"steinbeck, john","steinbeck, john",100,pastures of hea,"the pastures of heaven,",grapes of wrath,the grapes of wrath,53,53,1932.0,1940,mdp.39015010370511,pulitzer,US
"sillanpää, frans eemil","sillanpää, frans eemil",100,maid silj,"the maid silja; the history of the last offshoot of an old family tree, by f. e. sillanpää; translated from the finnish by alexander matson.",#matchall,#matchall,30,33,1933.0,1939,uc1.b4020372,nobel,Finland
"sinclair, upton","sinclair, upton",100,co op; a novel,"co op; a novel of living together, by upton sinclair.",dragon's teeth,dragon's teeth,21,21,1936.0,1943,mdp.39015037068346,pulitzer,US
"sinclair, upton","sinclair, upton",100,gnomobile; a g,"the gnomobile; a gnice gnew gnarrative with gnonsense, but gnothing gnaughty, by upton sinclair; illustrated by john o'hara cosgrave, ii.",dragon's teeth,dragon's teeth,21,21,1936.0,1943,mdp.39015030711983,pulitzer,US
"steinbeck, john","steinbeck, john",100,in dubious batt,"in dubious battle, by john steinbeck.",grapes of wrath,the grapes of wrath,33,33,1936.0,1940,uc1.32106010492228,pulitzer,US
"steinbeck, john","steinbeck, john",100,of mice and men,of mice and men.,grapes of wrath,the grapes of wrath,27,27,1937.0,1940,mdp.39015002260167,pulitzer,US
"sinclair, upton","sinclair, upton",100,jimmie higgins,jimmie higgins; a story of upton sinclair ...,dragon's teeth,dragon's teeth,21,21,1919.0,1943,mdp.49015002553726,pulitzer,US
"sinclair, upton","sinclair, upton",100,king coal a no,king coal a novel by upton sinclair ; with an introduction by dr. georg brandes.,dragon's teeth,dragon's teeth,21,21,1917.0,1943,nyp.33433076039761,pulitzer,US
"sinclair, upton","sinclair, upton",100,little steel [,little steel [by] upton sinclair.,dragon's teeth,dragon's teeth,29,29,1938.0,1943,uc1.b4089000,pulitzer,US
"sinclair, upton","sinclair, upton",100,sylvia's marri,"sylvia's marriage; a novel, by upton sinclair.",dragon's teeth,dragon's teeth,29,29,1914.0,1943,mdp.39015030711835,pulitzer,US
"sinclair, upton","sinclair, upton",100,prince hagen; ,prince hagen; a phantasy.,dragon's teeth,dragon's teeth,36,36,1903.0,1943,mdp.39015014287554,pulitzer,US
"sinclair, upton","sinclair, upton",100,journal of art,"the journal of arthur stirling (""the valley of the shadow"")",dragon's teeth,dragon's teeth,36,36,1903.0,1943,nnc1.cu58379797,pulitzer,US
"sinclair, upton","sinclair, upton",100,prince hagen a,prince hagen a phantasy [a novel] by upton sinclair.,dragon's teeth,dragon's teeth,36,36,1903.0,1943,njp.32101067176402,pulitzer,US
"sinclair, upton","sinclair, upton",100,manassas; a no,"manassas; a novel of the war, by upton sinclair.",dragon's teeth,dragon's teeth,29,29,1904.0,1943,mdp.49015002542257,pulitzer,US
"sinclair, upton","sinclair, upton",100,manassas;,manassas;,dragon's ,dragon's teeth,30,33,1904.0,1943,uc2.ark+=13960=t1cj87z9t,pulitzer,US
"sinclair, upton","sinclair, upton",100,jungle by upto,the jungle by upton sinclair.,dragon's teeth,dragon's teeth,21,21,1906.0,1943,mdp.39015026884190,pulitzer,US
"sinclair, upton","sinclair, upton",100,a captain of i,a captain of industry being the story of a civilized man by upton sinclair.,dragon's teeth,dragon's teeth,21,21,1906.0,1943,nyp.33433076039753,pulitzer,US
"sinclair, upton","sinclair, upton",100,overman.,the overman.,dragon's,dragon's teeth,34,38,1907.0,1943,uc1.b3346945,pulitzer,US
"sinclair, upton","sinclair, upton",100,metropolis by ,the metropolis by upton sinclair.,dragon's teeth,dragon's teeth,29,29,1908.0,1943,mdp.39015030711926,pulitzer,US
"sinclair, upton","sinclair, upton",100,moneychangers ,the moneychangers by upton sinclair ...,dragon's teeth,dragon's teeth,29,29,1908.0,1943,mdp.49015002553718,pulitzer,US
"sinclair, upton","sinclair, upton",100,prince hagen,prince hagen,dragon's tee,dragon's teeth,33,33,1903.0,1943,uc2.ark+=13960=fk6vx06d43,pulitzer,US
"sinclair, upton","sinclair, upton",100,samuel the see,samuel the seeker upton sinclair.,dragon's teeth,dragon's teeth,36,36,1910.0,1943,nyp.33433076039712,pulitzer,US
"sinclair, upton","sinclair, upton",100,love's pilgrim,"love's pilgrimage; a novel, [by] upton sinclair.",dragon's teeth,dragon's teeth,29,29,1911.0,1943,uc1.b4088972,pulitzer,US
"sinclair, upton","sinclair, upton",100,damaged goods ,"damaged goods the great play ""les avariés"" of brieux novelized with the approval of the author by upton sinclair.",dragon's teeth,dragon's teeth,43,43,1913.0,1943,mdp.39015010682808,pulitzer,US
"sinclair, upton","sinclair, upton",100,sylvia,sylvia,dragon,dragon's teeth,11,17,1913.0,1943,uc2.ark+=13960=t6639kt8d,pulitzer,US
"sinclair, upton","sinclair, upton",100,damaged goods;,damaged goods;,dragon's teeth,dragon's teeth,36,36,1913.0,1943,uc2.ark+=13960=t0gt5fm93,pulitzer,US
"sinclair, upton","sinclair, upton",100,sylvia a novel,sylvia a novel by upton sinclair.,dragon's teeth,dragon's teeth,21,21,1913.0,1943,uc1.b3346934,pulitzer,US
"steinbeck, john","steinbeck, john",100,long valley.,the long valley.,grapes of wr,the grapes of wrath,25,25,1938.0,1940,mdp.39015008257449,pulitzer,US
"sinclair, upton","sinclair, upton",100,our lady by up,our lady by upton sinclair.,dragon's teeth,dragon's teeth,21,21,1938.0,1943,uc1.b3539706,pulitzer,US
"steinbeck, john","steinbeck, john",100,chrysanthemums ,the chrysanthemums john steinbeck.,grapes of wrath,the grapes of wrath,33,33,1968.0,1940,mdp.39015018527880,pulitzer,US
"steinbeck, john","steinbeck, john",100,"tortilla flat, ","tortilla flat, by john steinbeck; with a foreword by the author; illustrated by ruth gannett.",grapes of wrath,the grapes of wrath,40,40,1949.0,1940,mdp.39015005862548,pulitzer,US
"steinbeck, john","steinbeck, john",100,east of eden jo,east of eden john steinbeck.,grapes of wrath,the grapes of wrath,40,40,1952.0,1940,mdp.39015058013270,pulitzer,US
"steinbeck, john","steinbeck, john",100,"east of eden, a","east of eden, and, the wayward bus john steinbeck.",grapes of wrath,the grapes of wrath,47,47,1952.0,1940,osu.32435017369950,pulitzer,US
"sinclair, upton","sinclair, upton",100,return of lann,the return of lanny budd.,dragon's teeth,dragon's teeth,21,21,1953.0,1943,uc1.32106002145867,pulitzer,US
"steinbeck, john","steinbeck, john",100,short novels to,"short novels tortilla flat, the red pony, of mice and men, the moon is down, cannery row, the pearl with an introd. by joseph henry jackson.",grapes of wrath,the grapes of wrath,33,33,1953.0,1940,pst.000029588435,pulitzer,US
"steinbeck, john","steinbeck, john",100,sweet thursday.,sweet thursday.,grapes of wrath,the grapes of wrath,27,27,1954.0,1940,uc1.32106002148002,pulitzer,US
"sinclair, upton","sinclair, upton",100,what didymus d,what didymus did.,dragon's teeth,dragon's teeth,21,21,1954.0,1943,uc1.$b251618,pulitzer,US
"steinbeck, john","steinbeck, john",100,short reign of ,the short reign of pippin iv; a fabrication.,grapes of wrath,the grapes of wrath,40,40,1957.0,1940,mdp.39015004856194,pulitzer,US
"sinclair, upton","sinclair, upton",100,it happened to,it happened to didymus.,dragon's teeth,dragon's teeth,29,29,1958.0,1943,uc1.32106002145636,pulitzer,US
"sinclair, upton","sinclair, upton",100,theirs be the ,theirs be the guilt a novel of the war between the states.,dragon's teeth,dragon's teeth,43,43,1959.0,1943,mdp.39015030711934,pulitzer,US
